business_id,review_count,stars
ipFobdM6X_4SNMA9ZBfdAQ,268,4.0
8Zqh2jwtncA3N4fWEMTvZQ,735,4.0
XBDe0pFAw1B32tpAQN5t2g,38,3.5
daLUceDcNHEIxLHObOH18g,64,2.5
QIcXq4Z3_2lvg9rmmoGF-A,62,2.5
S9-8BjiC0G_58fIeezypPQ,34,3.0
LV-oONzEA22qiBEFK1sckA,288,3.5
b3zsV44_SBz5JLwyfiHsRA,121,3.5
YqhhwTqRdLsf7V4yKA33-A,90,3.0
BnuzcebyB1AfxH0kjNWqSg,25,3.5
zrJDRWzP0P4wTFq8-N_mzA,61,2.5
dw2ST-AHUbu2xq0QNfngBA,273,3.5
oRgoOhwCex1X9j1iQ9ou3w,138,3.5
A7waf6G3cvnLfAqKeLL8DA,356,4.0
HxLouUPqiou7D6YK5t-DgQ,62,3.5
T5nTtSCSRoEYMsZPhF61wg,270,4.0
RtUvSWO_UZ8V3Wpj0n077w,1184,4.0
-qdbWrCU8Ktg80dk458BAw,29,4.5
MsgfS1iJMpxVIUfO-S4fcA,45,3.0
CwRPGB3WzV3IE4IukRFI2g,11,2.0
dwAPMrdLwSn1KCsJzz_oLA,38,3.0
D4YDe_3JihDEPUosO5nH-A,11,3.0
0rN_o7_IfshAHQwzMUK8nA,50,1.5
-_O0VCqTfHWwweJsj7khNg,20,3.0
itnExCtgV-49SKgMs3M7kg,18,3.5
iWhGFbx_HnR6geV0IZoiLQ,58,3.5
yhoCIkTwHihWejVqGYZ4rw,26,3.5
gxMa7j1LXIUxxBoP0osDpA,121,4.5
frCxZS7lPhEnQRJ3UY6m7A,1694,4.0
JlQsOCa-UPw_Gu1MG7jmig,18,1.5
x1KYj6p88WAcBxNlj8Ky7A,12,2.5
ixGcDkuUrkAlRuqf42nbEA,11,3.5
Ehy00JWQixgoXzisVKhvag,754,4.0
hPTx2Y5e4Czbr21XcbDN8g,196,4.0
TqBrg3OpIJZo772EOA0I1g,66,4.0
IyVdd_IqwUtzQDTxw2W9qw,477,2.5
KtByU3UDMR19himevLdzqg,161,4.5
m9aFZk1f8tSv248YErbpQA,262,4.0
c_iQzwsTDYraPvHSKz88QA,759,3.0
XdZyRTUTmYgDxg_Q57fadw,52,2.5
0Q4_ekM2pk7KUmuYwuWDzg,12,4.0
CPcy22Hd2F7z0EKG66FMRA,24,3.5
tAayweHA0dCq3J0W3y6psg,33,4.0
_eAFKYKnCJwn33lEBakmnw,33,3.0
fHeaQtfx7HuPzXKeO1XwwQ,48,3.5
EJs6fYFdecCjXq8pCsA2dA,69,4.0
drpzuRdT2xZql-wJhTC3gg,51,2.5
1mef9jhlwhL1f2jIX-AVQg,34,3.5
XCxxPZ3Lu5mwmIo7IQRf1g,261,4.0
FNe5PPA9pyj8FjcDefCBpg,648,4.0
PdCxX1QJnlBkvnG9fFjWYg,231,4.0
yHCoJZh5nx0Onr5xgMaUHg,92,4.0
vjhB95c5nOXflNoyq_jKzw,599,3.5
2WiuLnyR8UWXjYQKgKBjkg,15,3.5
5Gj8twqkHxMunpNJLn5Hjw,91,3.0
riFzCvp77DMKDX-5GoTpqA,778,3.5
YRyYbOSwvHkZsZOLv98oQg,932,4.0
6pQ1DpZo6zygNc3qTch-iA,303,4.0
yKShDxZcD-9UtqvtZfdWqw,35,3.0
u-SvRRAfYgpbXZRfQgcTzA,231,4.0
fwXKszT6j_f6pf0tp3MHLw,10,5.0
LpGCzgAKNSpzDNEUMVVtZA,459,4.0
kdA5JlSuysSCsphCWpoqpg,14,3.5
0hknhW0QcRR1j7kfAylIGg,13,3.0
82YGtjc5KKikNiqBZ33qzw,428,4.0
yBbqFPuwFiaom435KOY4cg,76,4.0
cTJjTKz2huGZ-ElScC2pSw,977,4.0
lFPNibSaYC3Vq4PCGaps_w,19,3.5
_rgsXTR4PehGyLg_8tPD0Q,15,3.0
PfOCPjBrlQAnz__NXj9h_w,116,3.5
_T2Aa3Vf5t68PqqxvzoX0Q,49,3.0
t_1myTZfYeEQ07Jr8JEF5Q,57,4.0
ITUhsKjJYcVupAccQ1ADXQ,39,3.5
Rh2smrKvcamnP8VBUgMI0Q,165,3.5
O_UC_izJXcAmkm6HlEyGSA,363,4.0
7m1Oa1VYV98UUuo_6i0EZg,1019,4.5
4gwh0q7JsdzHIm_pdYUlZg,158,4.5
sN0EFTle0pW77DUgl8i-Rw,15,3.5
OMf69ePEdHXvaqAlCCI01A,90,2.5
c4KXpCou6HBOgfKp2z2_hw,312,3.5
kPwj57sDfiJxNkYw-4M9VQ,31,3.5
XiMvHK4Nq0xPa1GOtdKzdA,120,3.5
8cdiFhBfCwRW1xiktRtV_g,15,3.0
S6TMBqrsi4PLRFoQFPScjQ,693,4.5
W1Yr6c2XDx_RBjb6WsV-aQ,140,4.0
p5rpYtxS5xPQjt3MXYVEwA,635,4.0
R9cM1tmBkQ03lnbE_a-U4Q,87,3.5
84ezTxVxTCmI65_UeYRJcA,167,4.0
Ufo0Papm3oyoCfBvnsJH7g,223,3.5
aBmuthrQ7yP8cnbgkxU5Ug,60,3.0
x7N8ByUTNh2LzAYa2kmOAg,54,3.5
bbFjlDYqeZvHFfitD9nFIg,49,2.5
nXlKHnArL3_vugmnytsEYQ,37,4.5
OqZdqgAPpr1CiYC4IQbeVw,15,3.5
0s0Xthk1JWrBUu74M81Xyg,109,4.0
5p60nXyjQruKvEZix6ahVQ,93,3.5
aarBX0VyJbjMACGCcMrfEQ,28,4.0
Fj0zObYm5McHcbtE6MSU0A,63,3.5
JyKpCxHriu379vBZdAEB3A,26,3.0
lpqtCUzSnKc1QGi4wO6ovQ,36,4.0
EjS8cFHBK_rvgXqfEU4jKw,23,4.5
3GGmY_QhqHnIEqk62p7cVA,42,3.5
zy6Hzao6lTmuJMZo4BemIg,41,1.5
f3gE6ZZFd7jRBjTVgt-mAg,265,4.0
zkU-WMio8g6dpRJ2Y2xqvQ,78,3.5
01l8MH9tBK6GPvJQdMU1gw,18,4.5
9_HgBRUXUg_vKjTT-GSulA,84,4.0
QnHbzG_oP_llujHJZZ9Q9A,13,3.0
ahzHzyALM4ZCEVRrs2KejA,27,4.0
iR6kEMdNRFc9QZUNTQo5Zg,13,3.0
V33QuCrynemAzfzC3eChoA,15,4.0
pyqnGlIfP9Zw8LLxBjyAiA,840,4.0
88TyKo52CRajXHxWlS5eEQ,189,4.5
KeQ1cK564cL5C_hBTFrqnA,62,4.0
-kTHAUKuzh7cFZjVAW55Ug,37,2.5
zO2558leuUH9jeEs_8hfOQ,48,4.5
wuQDMDlqM17jQNo0lYQZ7g,907,4.0
cOWXtCz7F9GQhPIks8gm6Q,268,4.5
IRIlwpomRvnXvpkeaGaM2A,279,4.5
Fwt0ia7H80q_mHLvrf1gzQ,187,3.0
eqg6UyuVLwzAplUvN9UkSw,168,3.5
996axDvF9P8zxB9MJA52Xg,26,4.0
bNqBMZ00lnhhfxzV8OhLfQ,151,4.0
3C5Z9homtzkWHouH2BHXYQ,1092,4.0
r49iBfbnfoK7yt4rdsL_7g,180,3.5
2Gh1Etnpn_BDy72hOXmCtg,429,4.0
pxv5jBUOgsg6Rf6Z88e4mg,337,4.0
uHUcYpGlcdlu5m7oiZGY6w,345,3.0
NQBhCRbFKQOfyAY8kRYP8g,68,4.5
nsw3tlB-hwz4KbPYcuaSww,177,4.5
UT6L3b7Zll_nvRidijiDSA,588,4.0
bZ4LFSRJQHs9PRqOcrIXtg,12,1.5
ym5FOqL6tGbgynzwKMHZuw,438,3.5
P3ufH0wm0jvulnrinDpaAA,218,2.5
R-EGIdIgtoFzl--OudANtA,32,3.5
1M0Mo_ctYMTH0CTKgv4RpQ,36,3.0
LTEVTg3qCGnlGaExZMAejw,62,4.0
mZK8IBkMFzOX2UmA7_BylA,78,2.5
vl1aHp6pvnSmpoRQShWLjg,526,3.5
kQabQnNavQ7FgfyuXf8Niw,28,3.5
5JjGTaZkHbbjBrzBODcsAQ,268,4.0
MqJCtE12yfzQZCg8KGzNTw,27,3.5
7Cm5SCTu7LePBCXTUaEiwQ,121,2.5
yjyIySqUaBFIXTwy9laBYg,12,3.5
oJYqV8s_Y5y_mNC-38KELA,142,3.5
SmkYLXEYhzwUZdS6TAevHg,677,4.5
hh-N1r9O1JpvzGw1mp0bKw,310,4.5
r03BNov4Uyul5bJzlgWdJQ,57,4.0
FnQ-_pGdw11za0LQ_aORxQ,167,3.5
uz8ISWdE0OSJBjArw4P4Og,162,3.0
Gw-ozqLSHoP3BQPKaiXJGg,380,3.0
fQwB9Z98YEhkJit7c3z51A,268,4.0
ikI3t6meCr4_DpHHZs6N2w,119,3.5
j0aiaJkrU-5VgbCsdx-txg,217,4.5
qwlsGR-pJb6xMWJBqiNIQw,34,3.5
mnI_n7A8sxgOSmtgI3wzQQ,96,4.5
jCpB1D_Hsc_dlF0ErNO-7w,44,3.5
fWiwY1bW-BxA-Vzm6lDalA,31,3.0
NEZCr0zLIPNYWNF57KsJJQ,98,4.0
rYG3Bbsf3u2P4N4ZxQXyKw,79,3.5
G-5kEa6E6PD5fkBRuA7k9Q,2349,3.5
JDZ6_yycNQFTpUZzLIKHUg,1694,4.0
5_MrPFw9E0cMJ1Q0DJFZOQ,288,3.0
ZZF5iqlKFBWJSGSZzWHMzA,79,3.5
nemcwBBzPuTbP9oKF9t_Jw,40,3.0
1nhPU1FP-yrI_9UufQQcQg,28,2.5
Yv4P4qUwd7F-qQ4Y4eD1JQ,227,3.5
7U73RqIg6JA0WThxWUV3uA,150,4.0
0cdE2vd_zmYKPvokkkkZ1g,29,4.5
qgAZPDQStZP_Y5XTiQ6UqA,513,4.5
2sx52lDoiEtef7xgPCaoBw,970,4.5
ZhLSAiRj9kANxf8m2SBfRA,560,4.5
JOf872M0OWxX18qp9fTfAQ,77,3.5
qMJyOW1FdPOf8sli8DIq_A,174,3.5
_BJ2lBc1TWwIfxNzXbaaBA,10,3.0
CBOsWj63K1_O1m2Ounz7bQ,21,2.0
FmwDfn5J7Y8Uvv_FY7iUxQ,131,3.0
VRwT0pscR5vESCrAnUpNwQ,379,4.0
Qsg-2Coum0ccbXuJWDwZqA,221,4.5
qKUbPdzNQpdSP2mhk3tREg,157,4.0
AYe8rS3qBPuLHSwNOZSbcA,229,3.0
aiX_WP7NKPTdF9CfI-M-wg,984,4.0
spDZkD6cp0JUUm6ghIWHzA,80,3.0
ZYL14FvffzTKU9BpXQt79Q,90,3.0
WBay6AZsHMExtMQsRc9-bQ,178,3.5
NQXuoB9JTPUItHvouMgWjQ,538,4.0
IRzXVRIzRoYpnjaVXF3vNA,512,3.5
w55IYhyLHUdsRlo_EvMmNQ,76,3.0
ExLXL_oQvI7oPB7TrVpGhg,115,4.0
eHXUyMf64ynMzHaf0LdGgg,136,4.5
pIB-Js9drl27qrrSjKK_eA,89,3.5
-J6FVdY9pSgAdFmmalO-pQ,191,4.0
Kq2fw7SAKOLOmiJyVCbeFA,144,4.0
2lo7N8RZOCS0DDxO6LPQhw,86,4.0
4kDLEb1OgE7IrO54lCkn3A,117,4.0
Grr2wJ3nYD_7qUyespDglA,168,4.5
PK_yJS579FjaNiCkGGa6iA,99,3.5
sjxNnjKwWn7H6QcsAhhXww,39,3.5
O0DxNujKaN-KIfcgbV3MgA,123,4.0
Yl05MqCs9xRzrJFkGWLpgA,801,4.0
FTabxXREW1WetFJ3AQRo4g,15,3.5
u_679hFFI2qlC1uBuz5a_A,16,4.0
Om5mo4oWKPn_kPpLjNiV4Q,44,2.5
fnLiPkJL0ur4-pS99bgqGA,79,3.5
UpSHAMogY9ubMGbuNAV5nw,108,4.5
inuW6Gl02Mf8G5RRk39_lw,174,4.0
HrR_2-HUE6cqnoz1zMN9AQ,147,4.5
k-tg18rWRibZ4jKpoqhb0Q,251,3.5
-Gy0BAMgRN4sGlY7theqxQ,90,4.0
5q6Xh-UcJa78bp6dzyaE7w,373,4.5
x0Ec6gz07SBnWrBOQLisiA,211,4.0
u-A9gv_Q8CwLgjK8nxFxbA,35,3.5
JqCtd30ECmvRKyLbpjeY-A,36,3.0
OvbLKXkJCg8ZMHX9L5faIA,28,4.0
RrCgc8eAKbHu-2IpQXg6Rw,297,4.5
mCNzKFTukMYHkZVRMXIIyw,95,3.5
axGP6FXAZlBdmdN9juu1tQ,19,1.5
N8uKQ5Vdb1LAh-qXT_25Rg,792,4.0
cgZOP1ZUBOZmEQMSJ53oiQ,187,4.5
axnI-1l2a_kydvL12-toIQ,241,4.0
l1JDX-o0wCLykuh78R8Kng,137,4.0
TW58a4UkMcksdfQ7znUqsA,308,4.0
KhWl4Mwhm_Oqq0zIIz-0wQ,508,2.5
UkWme3kwg6L9rd4tCNB15w,255,3.5
9NMKFyr3Cw5wt_mlqv3U1g,146,3.5
C8_zdU7zGLUK3uC4e5AepQ,289,3.5
gtVPsVK83JkeyrN1C1ozeQ,72,4.0
wZCdr3iLTE6aa9kiVxWJWQ,35,4.5
VeYLpoglt8XepYdN2PjSmA,52,3.5
irYtMNk757SfP2xpFzwJYA,49,3.5
SSCH4Z2gw-hh2KZy7aH4qw,336,5.0
S4qUsi44l5D9BbUCkhwQEA,354,4.5
wix4kECNVIitQZS3ufzsyA,36,3.0
dQj5DLZjeDK3KFysh1SYOQ,165,4.5
fzGs7qL4TaQuhogiZNcpCw,31,3.0
QTYA1yCbsCjRU6BYDdQJuw,60,3.5
kKNauD7d3HOvumRV7JIAfg,68,4.0
_uMRu3765QYo0Qg1z1LKqw,113,4.5
s38vKr-DGXMXuTkUic2qoA,29,3.0
LPq-IOpA_VrZ2xRh1A6Ssw,10,3.5
V1EdIokE0YYN__dNYfXRdA,171,4.0
VQBOBXLk8f5dxtP1-_yPUw,35,3.5
v0byOL8VL6v6muGa1anxFA,214,4.5
S8FDnhP4WKlRhJxSIkcxFg,130,3.5
OYB1niC3P2qP8Jf0bigB7A,96,3.5
Xyaw8gVBFDdn6rp_NtLhnw,27,3.0
piHJq_NDrOh5SYk3AyQVOg,238,3.0
beuVp5CZxCdNvQIIPBS2rw,516,4.5
AoW2A9bi4g_0AS2uKOPLUw,49,4.0
M18VeJ8ck6Njw_pnyaRxOQ,44,3.5
BNeS_hZfmdQWsqewj-LuDA,52,4.5
V2gKY1W1byaAXFmOd111CA,12,4.0
e_ILiIs2pVpskfeL-zFtTw,124,3.0
bHnHcNkORD898OpPq4L5vA,15,3.5
co5IBdTsoNWCRch-UzmXCg,34,4.0
0kzPQQL8wVcHlBQzMdRdWQ,97,3.0
jxbEwtV8Et1lm8ubk4AGuw,205,4.5
EyoTq9dd4oKXhXND_imOzA,53,4.5
2rLuOMi6Q6zzqUU8ltreSA,140,4.5
QUPP3oVVmdrWof2rGx4HIA,161,4.5
hP2DOm7E2H4P7MOS7XN_SQ,106,3.0
_eKvk2GoGKb3CoYolHgRlg,88,4.5
10GxV6JOKPoR1w5KC2iZjA,148,4.5
V0HFqgI1pidUghIqE09s-A,12,4.0
7qHU_Zh5qEJP3DaaBHqWBg,82,4.5
5lZpyuWjC7L9uJfLfqIQ_w,129,4.0
JKTMgelIQ-VHn7SL5nyiWA,86,4.5
x2Y_MD5pCTRyaf9dD_ZpGw,13,3.0
wkKlpSx3OcoGJiv7p8VZzw,205,4.5
gldPX9ANF5Nic0N7igu2og,237,4.0
xJ7UfCqbWHRB4vaIiy5PEw,44,4.0
gOOfBSBZlffCkQ7dr7cpdw,264,4.5
iFCz-xI7CV98fcaB4Chh3g,178,4.5
VGRn5KgYKMkqdIKtBUzQQA,100,3.0
5aeOewSy4RiI8sLLWpeNGA,180,3.0
1K4qrnfyzKzGgJPBEcJaNQ,39,3.5
gU9_PUEdOOoBaSM49SRObg,15,3.5
tccqX86MXzlpkF1jcmbP8A,11,4.5
HF6XT6l-dF2l1ZhMlnKB1Q,21,4.0
OSs8P5K6oAuku247u-6jvQ,43,4.5
9i7Gz3xaa-gwh1Fi3q1_kA,28,4.0
8Qmu5M-RIB-5z1MjC8pshg,11,2.5
966W5oXOBW0ZWhNYy0yjcA,519,4.0
PvyUmuJtpSYbkIaMQ0Fz2A,36,4.0
bftSQN9eaE5EQBe3ZztN8Q,29,4.0
wRKYaVXTks43GVSI2awTQA,16,2.5
_in6pQUIS1Ec57MXTPn7KQ,32,2.5
j54J0Ky4ruVbN_NTJ3daFg,293,4.0
aO1gAp41n8w8zpxTiHdLNA,770,3.5
UiRHhHhDaXzkkoJCf8LcTg,12,3.5
yet25pliTnLGSqEiNs9k9w,44,3.0
fzPwuU8295tpDUyCFaIGxw,55,3.5
hc81y_5FQjTiZcgqnY8vfQ,12,2.0
J5U-nbhKSnnX7DJGT6QELg,30,3.5
Tl7V8AztDY8s6Jr8yJNKcw,41,4.0
6Iu4YDjAPrDRRrPCt_E2zA,507,4.0
RQTatUj2f9Nz9JViTH4aAQ,421,4.0
2GtIC6u4hVneccWfTlOxHQ,178,3.0
teTQU7TIPE0O_B1zN_239w,155,3.5
Jg0mxuXZbuCKI91TQtKwDA,50,4.0
IohmLyQ-spRYgGldapMSyg,40,3.0
dZh_YnKaX41cPHg1nTOx-g,48,4.0
Z890syqhhoShqFnIyIu9EA,163,3.0
V7nossAF0dFj_mSPYj6SSQ,191,3.0
gA9hCYY7MYl9oZ3aym5dvw,313,4.0
0XEqyl_lVaJNHRKxNcjJZg,409,4.5
fB4cb6uvz-QngtYP0fbfAw,130,4.0
tBLHU0-_-2nhypyfc2sR2A,23,1.5
f5AenP5rsrnLo9tKtenIew,27,2.5
2dCnTMv3Hh-fM8bOjYS4Xw,326,3.5
irsqHZvvMdwK5iM3mFZ5Pg,39,2.5
gomzC2CMt6MD_ykOSGwdDA,94,4.0
LGOnnrjU50YtT066RP_J3g,105,4.0
1MvR4NJQbHy0i7ME1IoYpw,279,3.5
rVzosqfZxSLee9tV-WW6MA,42,3.0
sHB4PVLgugU9TGfOdBvgqw,30,2.5
B04F5Jvb4JsZdr0Sc9mbgA,13,2.5
iy-t6CyVL2g38wPFY4ac4g,18,2.0
vVpq26iHxy0sWWCVR_un4Q,44,3.5
IHadZayuynmzIcQy9egKWg,12,2.0
oDkdAandDAIQsA2mjlTB4Q,15,1.5
YBIhTjmEH3IEZW4Dr5ReRA,205,4.5
3yb5khz4PCjiHI4ZbxfitA,12,2.0
yZAGhlsrmupLbrgdKm6reg,538,4.0
JhqsE8IGN-UXwNli474w7g,30,2.0
gV63aLTQ06Nff0GzJ0tcUA,444,4.0
Z0kPVmXzo2rLEJwdothOWw,121,3.0
PwpSY0vO3XlQXKOuqiqZMQ,375,3.5
GkRF8rSvh9cOQuuPeDh9bg,374,4.0
A4yJu-Nq1n6nuLP6QKZkrw,53,2.5
d4qwVw4PcN-_2mK2o1Ro1g,927,3.5
Lau3N654yNyWdIIybea1uA,524,3.5
RJNAeNA-209sctUO0dmwuA,1449,4.0
y1VInN5m3RbHU59kiQbmxA,216,4.0
-3zffZUHoY8bQjGfPSoBKQ,590,4.0
kUICYu0N_TbtCz0Z8ynPFw,73,3.0
mUdalYTuAtnZm2K9zoH27Q,974,4.5
GpX1PmgplBrG_DLiJVDC-g,137,4.0
Gh-qmVwvibLnNdqEZXcQHw,246,3.5
0URIvKxCNT-AVgtdYFAX8w,165,3.5
KkmPDIWzvwbBpyqOHT6pcQ,792,3.5
JijwZPUuFqQqUekNR--dfw,140,4.0
k34J0L6xAnknbv40WGvpcg,20,2.0
gqGrMnDYEToXOYajBuEvKQ,23,2.0
xmAakatNKpvIJ-Fmq5swCw,191,4.0
o1SDx95NHJY47dkSCvRnGQ,45,3.5
yIJuo-bYlcEvzJZUVFXblQ,19,2.5
Mh84_j7YmRrAcm0DWV4bUw,580,4.5
iSQwKRrLYYi-dI2PpJmJJg,432,4.0
8Yz1eFsaUy-ny3B6YZDOrg,243,3.5
DcF162waTQvZd-G0G_J4wQ,18,1.5
jPqrHW9lXfdtQDmm2wzyrw,121,4.0
jGH9DMTUojegjQZ4anb1kQ,21,3.5
110iMPMPEEjFlf8HKVq84g,269,4.0
VhEWjWUrcHFFNAyZN-TzyQ,84,4.0
L95ppCbcWAt4LUWrCiEvPg,227,4.0
_UCTo0560t8IyOq7TwJIUw,75,3.5
7fxebHYUwIF6CakxSr70iQ,1280,3.5
N1LjEaUVBdaOki71VZHT_g,32,3.5
sEA78pHMsVhvQQI8rPksUg,65,4.0
82mWTnfbGDE1jJ2NDMxfNw,243,4.0
uDeycmwCy26ALJHeG3SsEA,233,3.0
PSUOncuqfqHulYj_fusthw,258,3.5
F-PmkzyN80fVcNMN8Z2aiw,258,3.5
XPLSNGSClW8gR5BTcvyOhQ,175,3.0
VaKXUpmWTTWDKbpJ3aQdMw,326,3.5
FanQrSh9QTDytonKHt9C6Q,86,4.0
CyD8N5MwM93JkcfIVkhNfw,45,3.0
Wk2vbs-Va9Alf8cZqqAVQA,25,3.5
Sip7oDGj_ixrHsNA0pxhUA,11,3.0
cAHTDDHJnFJm4qsXH2hxzw,12,1.5
sDQDMrb5xez4aASZ8U5qTg,38,3.5
UpzKtM6NaCa6arJksV5oeA,112,4.0
DYeqmpmGgCDaPD6u0nxYLA,109,3.0
qGC_GE-1fnjVvfzpu_Lbkw,120,3.0
g4g8WoBCDwP5Qhy9gnbeiQ,28,3.0
mNNGbiyfS930qtsDxXdB_g,20,2.5
Gg6APGKTHAiuKieLV2iSnA,16,4.0
CRBmtsSkyh2H-U4AAEDJwg,35,3.5
aJduIcgXHKRiAd2PDmM__Q,79,3.0
YcAy30XJOUa72kZMt61jsA,24,2.5
4OC7Iv90VzGGovMdbE6Lhg,43,3.5
w-Y_Ys_M6em6SLA9-CFbwg,20,3.0
LHMPtp-2fsjSsxrLxtLeXA,132,3.5
ZilzayEdyk70SoI-wruJbg,188,4.0
